!	_!
!!	_!!
!((	_!((
!)	_!)
!-	_!-
!mxt	_!mxt
!xt	_!xt
"નિયમોને	_"નિયમોને
ગીટ	_ગીટ
ગીત	_ગીત
ગીતકાર	_ગીતકાર
ગીતા	_ગીતા
ગીતાંજલિ	_ગીતાંજલિ
ગીધ	_ગીધ
ગીધકુટ	_ગીધકુટ
ગીન	_ગીન
ગીનીનો	_ગીનીનો
ગીર	_ગીર
ગીરધરલાલ	_ગીરધરલાલ
ગુંટર	_ગુંટર
ગુંડપ્પા	_ગુંડપ્પા
ગુંદા	_ગુંદા
ગુંદાળા	_ગુંદાળા
ગુંદીયાળી	_ગુંદીયાળી
ગુઆંગ	_ગુઆંગ
ગુઆન	_ગુઆન
ગુજરાત	_ગુજરાત
ગુજરાતના	_ગુજરાત +ના
ગુજરાતનાં	_ગુજરાતનાં
ગુજરાતની	_ગુજરાતન +ી
ગુજરાતનો	_ગુજરાતન +ો
ગુજરાતમાં	_ગુજરાતમાં
ગુજરાતમાંથી	_ગુજરાતમાંથી
ગુજરાતી	_ગુજરાત +ી
ગુજરાલ	_ગુજરાલ
ગુજ્જુભાઈ	_ગુજ્જુભાઈ
ગુડ	_ગુડ
ગુડગાંવ	_ગુડગાંવ
ગુડફ્રાઈડે	_ગુડફ્રાઈડે
ગુણવંત	_ગુણવંત
ગુણવંતરાય	_ગુણવંતરાય
ગુણાતીતાનંદ	_ગુણાતીતાનંદ
ગુદા	_ગુદા
ગુના	_ગુના
ગુન્ટૂર	_ગુન્ટૂર
ગુપ્ત	_ગુપ્ત
ગુપ્તરોગ	_ગુપ્તરોગ
ગુફા	_ગુફા
ગુફાઓ	_ગુફાઓ
ગુફાઓ,	_ગુફાઓ,
ગુમલા	_ગુમલા
ગુયાના	_ગુયાના
ગુરખા	_ગુરખા
ગુરદાસપુર	_ગુરદાસપુર
ગુરબચ્ચન	_ગુરબચ્ચન
ગુરુ	_ગુરુ
ગુરુત્વાકર્ષણ	_ગુરુત્વાકર્ષણ
ગુરુત્વાકર્ષણીય	_ગુરુત્વાકર્ષણીય
ગુરુદ્વારા	_ગુરુદ્વારા
ગુરુના	_ગુરુ +ના
ગુરુનાનક	_ગુરુનાનક
ગુરુવાર	_ગુરુવાર
ગુરૂ	_ગુરૂ
ગુર્જિયેફ	_ગુર્જિયેફ
ગુલઝારીલાલ	_ગુલઝારીલાલ
ગુલબર્ગ	_ગુલબર્ગ
ગુલાબ	_ગુલાબ
ગુલાબદાસ	_ગુલાબદાસ
ગુલાબી	_ગુલાબ +ી
ગુલામ	_ગુલામ
ગુલામમોહમ્મદ	_ગુલામ _મોહમ્મદ
ગુલામી	_ગુલામ +ી
ગુલ્મી	_ગુલ્મી
ગુવાહાટી	_ગુવાહાટી
ગુહર	_ગુહર
ગુહ્યેશ્વરી	_ગુહ્યેશ્વરી
ગૂગલ	_ગૂગલ
ગૂગોલ	_ગૂગોલ
ગૂચી	_ગૂચી
ગૂડિસન	_ગૂડિસન
ગૂવેરા	_ગૂવેરા
ગૃહમંત્રી	_ગૃહમંત્રી
ગૅંગ્સ્ટર	_ગૅંગ્સ્ટર
ગૅરી	_ગૅરી
ગૅલિલિ	_ગૅલિલિ
ગૅલિલિયો	_ગૅલિલિયો
ગેઝર	_ગેઝર
ગેટ	_ગેટ
ગેટવે	_ગેટવે
ગેટ્સ	_ગેટ્સ
ગેડી	_ગેડી
ગેડોલિનીયમ	_ગેડોલિનીયમ
ગેમ	_ગેમ
ગેમ્બિયાનો	_ગેમ્બિયાનો
ગેયઝીન્ગ	_ગેયઝીન્ગ
ગેરિબાલ્ડી	_ગેરિબાલ્ડી
ગેલિયમ	_ગેલિયમ
ગેસ	_ગેસ
ગેસ્ટાપો	_ગેસ્ટાપો
ગેહલોત	_ગેહલોત
ગો	_ગો
ગોંડલ	_ગોંડલ
ગોંડા	_ગોંડા
ગોઆ	_ગોઆ
ગોઆના	_ગોઆ +ના
ગોએર	_ગોએર
ગોકુળ	_ગોકુળ
ગોખરુ	_ગોખરુ
ગોખલે	_ગોખલે
ગોગોઈ	_ગોગોઈ
ગોઝારીયા	_ગોઝારીયા
ગોટી	_ગોટી
ગોડફ્રી	_ગોડફ્રી
ગોડબોલે	_ગોડબોલે
ગોડસે	_ગોડસે
ગોડ્ડા	_ગોડ્ડા
ગોતા	_ગોતા
ગોદડજી	_ગોદડજી
ગોદાવરી	_ગોદાવરી
ગોધરા	_ગોધરા
ગોપનાથ	_ગોપનાથ
ગોપનું	_ગોપનું
ગોપાચલ	_ગોપાચલ
ગોપાલ	_ગોપાલ
ગોપાલકૃષ્ણ	_ગોપાલ _કૃષ્ણ
ગોપાલગંજ	_ગોપાલગંજ
ગોપાળદાસ	_ગોપાળદાસ
ગોપીનાથ	_ગોપીનાથ
ગોપીપુરા	_ગોપીપુરા
ગોબિઓફ	_ગોબિઓફ
ગોમતી	_ગોમતી
ગોમાઇ	_ગોમાઇ
ગોમ્પા	_ગોમ્પા
ગોર	_ગોર
ગોરખનાથ	_ગોરખનાથ
ગોરખપુર	_ગોરખપુર
ગોરખા	_ગોરખા
ગોરજ	_ગોરજ
ગોરડ	_ગોરડ
ગોરાઇ	_ગોરાઇ
ગોરેગાંવ	_ગોરેગાંવ
ગોલંદાજી	_ગોલંદાજી
ગોલઘર	_ગોલઘર
ગોલપારા	_ગોલપારા
ગોલા	_ગોલા
ગોલાઘાટ	_ગોલાઘાટ
ગોલાદરા	_ગોલાદરા
ગોલાય	_ગોલાય
ગોલીબાર	_ગોલીબાર
ગોલ્ડન	_ગોલ્ડન
ગોલ્ડફિશ	_ગોલ્ડફિશ
ગોલ્ડમૅન	_ગોલ્ડમૅન
ગોળ	_ગોળ
ગોળા	_ગોળા
ગોળો	_ગોળ +ો
ગોવર્ધનરામ	_ગોવર્ધનરામ
ગોવિંદ	_ગોવિંદ
ગોવિંદજી	_ગોવિંદજી
ગોવિંદભાઈ	_ગોવિંદભાઈ
ગોવિંદસિંહ	_ગોવિંદ _સિંહ
ગોસાલ	_ગોસાલ
ગોસ્વામી	_ગોસ્વામી
ગોહિલ	_ગોહિલ
ગોહિલવાડ	_ગોહિલવાડ
ગોહીલ	_ગોહીલ
ગૌડીય	_ગૌડીય
ગૌતમ	_ગૌતમ
ગૌમુખ	_ગૌમુખ
ગૌમુખાસન	_ગૌમુખાસન
ગૌરવ	_ગૌરવ
ગૌરીકુંડ	_ગૌરીકુંડ
ગૌરીગંજ	_ગૌરીગંજ
ગૌરીશંકર	_ગૌરીશંકર
ગ્રંથ	_ગ્રંથ
ગ્રંથિ	_ગ્રંથિ
ગ્રંથો	_ગ્રંથ +ો
ગ્રહ	_ગ્રહ
ગ્રહરિપુ	_ગ્રહરિપુ
ગ્રાંટ	_ગ્રાંટ
ગ્રાંડ	_ગ્રાંડ
ગ્રાઉન્ડ	_ગ્રાઉન્ડ
ગ્રાન્ડ	_ગ્રાન્ડ
ગ્રાફ	_ગ્રાફ
ગ્રામ	_ગ્રામ
ગ્રામગીતા	_ગ્રામ _ગીતા
ગ્રામજીવન	_ગ્રામ _જીવન
ગ્રામિણ	_ગ્રામિણ
ગ્રામીણ	_ગ્રામીણ
ગ્રાસ	_ગ્રાસ
ગ્રીક	_ગ્રીક
ગ્રીન	_ગ્રીન
ગ્રીનહાઉસ	_ગ્રીન _હાઉસ
ગ્રીસ	_ગ્રીસ
ગ્રીસની	_ગ્રીસન +ી
ગ્રીસનો	_ગ્રીસન +ો
ગ્રુપ	_ગ્રુપ
ગ્રેગોરીયન	_ગ્રેગોરીયન
ગ્રેનવિલ	_ગ્રેનવિલ
ગ્રેનેડાનો	_ગ્રેનેડાનો
ગ્રેનેડિયર્સ	_ગ્રેનેડિયર્સ
ગ્રેહામ	_ગ્રેહામ
ગ્રોટો	_ગ્રોટો
ગ્લોક	_ગ્લોક
ગ્વાટેમાલાનો	_ગ્વાટેમાલાનો
ગ્વાલિયર	_ગ્વાલિયર
ઘંટી	_ઘંટી
ઘંટી-ટાંકણો	_ઘંટી _- _ટાંકણો
ઘઉં	_ઘઉં
ઘઉંનાં	_ઘઉંનાં
ઘટકો	_ઘટકો
ઘટના	_ઘટના
ઘટનાઓ	_ઘટનાઓ
ઘટોત્કચ	_ઘટોત્કચ
ઘડિયા	_ઘડિયા
ઘડિયાલ	_ઘડિયાલ
ઘન	_ઘન
ઘનગડ	_ઘનગડ
ઘનશ્યામ	_ઘનશ્યામ
ઘનશ્યામભાઈ	_ઘનશ્યામભાઈ
ઘનશ્યામસિંહ	_ઘનશ્યામ _સિંહ
ઘર	_ઘર
ઘસાઈ	_ઘસાઈ
ઘાંચી	_ઘાંચી
ઘાંડલા	_ઘાંડલા
ઘાઘરા	_ઘાઘરા
ઘાટ	_ઘાટ
ઘાટ,	_ઘાટ,
ઘાટલોડિયા	_ઘાટલોડિયા
ઘાટી	_ઘાટ +ી
ઘાના	_ઘાના
ઘાનાનો	_ઘાનાનો
ઘાબાજરીયુ	_ઘાબાજરીયુ
ઘાયલ	_ઘાયલ
ઘારી	_ઘારી
ઘાવરી	_ઘાવરી
ઘાસચારો	_ઘાસચારો
ઘી	_ઘી
ઘીયા	_ઘીયા
ઘુંટેલી	_ઘુંટેલી
ઘુડખર	_ઘુડખર
ઘુમ	_ઘુમ
ઘુમર	_ઘુમર
ઘુમલી	_ઘુમલી
ઘૃષ્ણેશ્વર	_ઘૃષ્ણેશ્વર
ઘેડ	_ઘેડ
ઘેરંડ	_ઘેરંડ
ઘેરો	_ઘેરો
ઘેલુભાઈ	_ઘેલુભાઈ
ઘેલો	_ઘેલો
ઘોંઘાટ	_ઘોંઘાટ
ઘોઘા	_ઘોઘા
ઘોડદોડ	_ઘોડદોડ
ઘોડબંદર	_ઘોડબંદર
ઘોડા	_ઘોડા
ઘોડી	_ઘોડ +ી
ઘોડો	_ઘોડ +ો
ઘોર	_ઘોર
ઘોરખોદિયું	_ઘોરખોદિયું
ઘોરાડ	_ઘોરાડ
ઘોરી	_ઘોર +ી
ઘોષ	_ઘોષ
ઘોષાલ	_ઘોષાલ
ઙુલત્રુમ	_ઙુલત્રુમ
ચંચુ	_ચંચુ
ચંડીગઢ	_ચંડીગઢ
ચંડુલ	_ચંડુલ
ચંડેલ	_ચંડેલ
ચંદ	_ચંદ
ચંદનાપુરી	_ચંદનાપુરી
ચંદર	_ચંદર
ચંદરયા	_ચંદરયા
ચંદીયા	_ચંદીયા
ચંદુભાઈ	_ચંદુભાઈ
ચંદેરીનો	_ચંદેરીનો
ચંદ્ર	_ચંદ્ર
ચંદ્રક	_ચંદ્રક
ચંદ્રકાંત	_ચંદ્રકાંત
ચંદ્રકાન્ત	_ચંદ્રકાન્ત
ચંદ્રગુપ્ત	_ચંદ્રગુપ્ત
ચંદ્રતાલ	_ચંદ્રતાલ
ચંદ્રપૂર	_ચંદ્રપૂર
ચંદ્રપ્રભ	_ચંદ્રપ્રભ
ચંદ્રયાન-૧	_ચંદ્રયાન _- _૧
ચંદ્રયાન-૨	_ચંદ્રયાન _- _૨
ચંદ્રવંશી	_ચંદ્રવંશી
ચંદ્રવદન	_ચંદ્રવદન
ચંદ્રશેખર	_ચંદ્રશેખર
ચંદ્રશેખરેન્દ્ર	_ચંદ્રશેખરેન્દ્ર
ચંદ્રા	_ચંદ્રા
ચંદ્રો	_ચંદ્ર +ો
ચંપક	_ચંપક
ચંપારણ	_ચંપારણ
ચંપારણ્ય	_ચંપારણ્ય
ચંપાવત	_ચંપાવત
ચંપો	_ચંપો
ચંબલ	_ચંબલ
ચંબા	_ચંબા
ચક	_ચક
ચકરી	_ચકરી
ચકલાસી	_ચકલાસી
ચકલી	_ચકલી
ચકાસણીયોગ્યતા	_ચકાસણીયોગ્યતા
ચક્તાવાળી	_ચક્તાવાળી
ચક્ર	_ચક્ર
ચક્રવર્તી	_ચક્રવર્તી
ચક્રવાક	_ચક્રવાક
ચક્રવાત	_ચક્રવાત
ચચાણા	_ચચાણા
ચટણી	_ચટણી
ચઢ્ઢા	_ચઢ્ઢા
ચણા	_ચણા
ચણોઠી	_ચણોઠી
ચણોદ	_ચણોદ
ચતરા	_ચતરા
ચતુર્થી	_ચતુર્થી
ચતુર્વેદી	_ચતુર્વેદી
ચતુષ્કોણ	_ચતુષ્કોણ
ચન્દનનગર	_ચન્દનનગર
ચન્દૌલી	_ચન્દૌલી
ચન્દ્રકાન્ત	_ચન્દ્રકાન્ત
ચન્દ્રઘંટા	_ચન્દ્રઘંટા
ચબુતરો	_ચબુતરો
ચમારડી	_ચમારડી
ચમોલી	_ચમોલી
ચમ્ફાઇ	_ચમ્ફાઇ
ચયાપચય	_ચયાપચય
ચરક	_ચરક
ચરખા	_ચરખા
ચરખો	_ચરખો
ચરબી	_ચરબી
